# BEAST v1.8.3
# Generated Tue Jul 19 10:05:48 EST 2016 [seed=1468886747936]
# -overwrite -beagle_off concat_clock_genes.xml
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-1376954.7466567163	-98.22290065170873	-1376856.5237560647	645658.559602766	480000.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0E-5	1.0000000000000003E-5	-1376856.5237560647	0.0	-72.52429286860628
10000	-510885.42005784303	-71.16078437358631	-510814.25927346945	866760.6780025426	655154.3116346864	2.349829807596044	0.2500000001	0.24760723272776614	0.2337353560102338	0.26865741116200004	1.5679386448084473E-7	1.5679386448084473E-7	-510814.25927346945	0.0	-69.98174617182603
20000	-506622.9442234619	-69.7918985008171	-506553.1523249611	801263.3616086895	409487.60774024564	2.349829807596044	0.275077534635422	0.23396956256529877	0.22487757168531516	0.26607533111396403	1.715799655803227E-7	1.715799655803227E-7	-506553.1523249611	0.0	-68.9935561782361
30000	-501192.7550840449	-72.01272039821431	-501120.7423636467	789010.282131092	878735.8928552401	2.349829807596044	0.30161085579264574	0.208549720860783	0.21276052141066393	0.2770789019359073	1.769318266017014E-7	1.7693182660170136E-7	-501120.7423636467	0.0	-70.42198368307842
40000	-499392.7539902989	-69.06239268241461	-499323.6915976165	682211.985879096	183842.91288696567	2.549492249929441	0.3067935531919286	0.208549720860783	0.199893252653778	0.28476347329351037	2.0328743251434267E-7	2.0328743251434267E-7	-499323.6915976165	0.0	-68.82019726538482
50000	-498192.370951817	-71.18207318997216	-498121.188878627	650454.8218789124	747696.669908856	2.4018480323509706	0.30753412646609035	0.19716063072074913	0.199893252653778	0.29541199015938246	2.140431656562938E-7	2.140431656562938E-7	-498121.188878627	0.0	-69.54204349330064
60000	-494836.8024445053	-69.45135060487667	-494767.3510939004	716189.1035092026	177005.39529772222	2.582840899742037	0.3139527092248469	0.18566107416201627	0.17464947962956415	0.3257367369835726	1.9472421401640348E-7	1.947242140164035E-7	-494767.3510939004	0.0	-69.2778250675935
70000	-493524.17416731006	-70.77420054505079	-493453.399966765	804985.4135308303	599444.7873314159	2.582840899742037	0.33300344865062015	0.16877324713696693	0.16806986314900424	0.33015344106340866	1.7105584978454733E-7	1.7105584978454733E-7	-493453.399966765	0.0	-69.5092194413882
80000	-492740.7383850959	-68.47153812196092	-492672.2668469739	623702.9172058365	304584.36276279925	2.582840899742037	0.3384717205706763	0.16217231815620414	0.1504699218072371	0.3488860394658824	2.1867364606712652E-7	2.186736460671265E-7	-492672.2668469739	0.0	-67.6360463095386
90000	-492546.07414842374	-70.0186344121408	-492476.0555140116	697958.5001517644	145086.26864482503	2.639773018652194	0.34929767112188015	0.1603421113274247	0.14295098706083442	0.3474092304898607	1.95229342549078E-7	1.95229342549078E-7	-492476.0555140116	0.0	-70.01680364933274
100000	-492541.71262648917	-71.77591352372367	-492469.9367129654	1144574.183032087	605323.2314905047	2.639773018652194	0.3546398421311193	0.1574795166801007	0.14295098706083442	0.3449296541279455	1.1875273076379963E-7	1.1875273076379963E-7	-492469.9367129654	0.0	-70.84340426030272
110000	-492521.36519636016	-68.6234753818664	-492452.7417209783	622018.5880582404	334793.14657887386	2.7155302937331287	0.35664402006490326	0.158230707708199	0.1409468091270505	0.34417846309984723	2.2029481871658027E-7	2.202948187165803E-7	-492452.7417209783	0.0	-67.63694751332197
120000	-492523.293522435	-71.33512388825058	-492451.95839854673	766647.5983677696	720080.3271406529	2.7155302937331287	0.35664402006490326	0.158230707708199	0.1409468091270505	0.34417846309984723	1.7848197807190325E-7	1.7848197807190327E-7	-492451.95839854673	0.0	-69.7938766066682
130000	-492524.2367297964	-72.19283922656201	-492452.0438905698	615723.0813797174	932430.8357657971	2.7155302937331287	0.35664402006490326	0.158230707708199	0.14033244526054892	0.34479282696634883	2.2341577092660408E-7	2.2341577092660405E-7	-492452.0438905698	0.0	-70.16882527181535
140000	-492525.5769605565	-69.87450186619533	-492455.7024586903	839582.8608597923	331281.1586534057	2.6865814811609536	0.35664402006490326	0.158230707708199	0.1404116256892545	0.34471364653764325	1.6047459282062663E-7	1.6047459282062663E-7	-492455.7024586903	0.0	-69.22462877346604
150000	-492522.2024208254	-69.75891332258372	-492452.4435075028	610432.6973167959	513759.1911323727	2.6876482322284523	0.35664402006490326	0.1602336255472585	0.1404116256892545	0.3427107286985837	2.2283697483659868E-7	2.2283697483659865E-7	-492452.4435075028	0.0	-68.34200089188093
160000	-492520.41135092394	-68.61850406496725	-492451.79284685897	669896.8603706072	248843.1990991698	2.6876482322284523	0.35301958789067756	0.1604956734704621	0.1404116256892545	0.34607311294960585	2.037411990008701E-7	2.037411990008701E-7	-492451.79284685897	0.0	-68.01669285416743
170000	-492519.99126270576	-68.1509304743113	-492451.8403322314	609233.5305629134	218632.56203538965	2.671605086067065	0.35391619943265024	0.1604956734704621	0.1404116256892545	0.3451765014076332	2.2383839955923597E-7	2.2383839955923594E-7	-492451.8403322314	0.0	-67.59058377121437
180000	-492520.0698966223	-69.22903083206504	-492450.84086579026	695511.9713219674	183940.78011483452	2.760837265062037	0.3552138329188068	0.15944844239683523	0.1401612232767248	0.3451765014076332	1.9687923842586187E-7	1.9687923842586184E-7	-492450.84086579026	0.0	-68.93759169349936
190000	-492520.3158101654	-69.78446610197224	-492450.53134406346	654560.02063353	497303.00589321164	2.681019296937877	0.3559333822892841	0.1602211731843583	0.13938849248920174	0.3444569520371559	2.0959525927768898E-7	2.0959525927768896E-7	-492450.53134406346	0.0	-68.46526489205986
200000	-492521.2224505142	-70.7597138426963	-492450.4627366715	891764.8341796969	535728.2263822786	2.697608290600634	0.3559333822892841	0.1602211731843583	0.13938849248920174	0.3444569520371559	1.5224476581687203E-7	1.5224476581687206E-7	-492450.4627366715	0.0	-69.6788383609889
210000	-492523.32127907214	-71.82572626954504	-492451.4955528026	849060.0089828427	791659.3868095074	2.6859218213413243	0.3559333822892841	0.1591619922816043	0.14055539634193023	0.3443492290871814	1.6044542054385253E-7	1.604454205438525E-7	-492451.4955528026	0.0	-70.3068526212191
220000	-492520.2060813478	-69.79869002342723	-492450.40739132435	826301.489376928	270414.2163816147	2.6859218213413243	0.35460197260172377	0.1595289454057994	0.1412075499702166	0.3446615320222603	1.6579477016882383E-7	1.6579477016882377E-7	-492450.40739132435	0.0	-69.32162871605453
230000	-492522.6688630739	-71.69827601410384	-492450.9705870598	643169.2626816536	829334.218906721	2.7421165730025034	0.35460197260172377	0.1595289454057994	0.1412075499702166	0.3446615320222603	2.1271333682491176E-7	2.1271333682491174E-7	-492450.9705870598	0.0	-69.82965212229675
240000	-492524.0592400805	-69.99489938059666	-492454.0643406999	668694.5131859323	522734.86844579264	2.7145490130747745	0.35460197260172377	0.1595289454057994	0.14067263295898558	0.3451964490334913	2.0577063996257765E-7	2.0577063996257765E-7	-492454.0643406999	0.0	-68.63212947867274
250000	-492520.44769038464	-70.35489294133399	-492450.0927974433	745502.3617801417	544782.6602982827	2.7238714234299004	0.35460197260172377	0.1595289454057994	0.14067263295898558	0.3451964490334913	1.8318233058053204E-7	1.8318233058053204E-7	-492450.0927974433	0.0	-69.06301813122084
260000	-492526.4620830008	-73.08279572613415	-492453.37928727467	756683.1177087035	1105924.4198786826	2.7238714234299004	0.3549953285981473	0.1595289454057994	0.14027927696256207	0.3451964490334913	1.7819994987299215E-7	1.781999498729921E-7	-492453.37928727467	0.0	-71.1091209086722
270000	-492523.7358120224	-74.30991209270155	-492449.4258999297	878513.8496395355	1423027.8313598603	2.7238714234299004	0.3549953285981473	0.1595289454057994	0.14027927696256207	0.3451964490334913	1.5599800062771456E-7	1.5599800062771454E-7	-492449.4258999297	0.0	-72.21957086767418
280000	-492519.6814029923	-69.56549274748997	-492450.1159102448	788727.9626923674	330118.55574200884	2.7238714234299004	0.35593032450659434	0.15947771403004338	0.14027927696256207	0.34431268450080027	1.7368448228898573E-7	1.7368448228898568E-7	-492450.1159102448	0.0	-68.82832453686802
290000	-492521.11747718946	-71.45875754104092	-492449.65871964843	856254.9526578111	703722.5045100598	2.7238714234299004	0.35593032450659434	0.15947771403004338	0.14027927696256207	0.34431268450080027	1.5933674633662436E-7	1.5933674633662436E-7	-492449.65871964843	0.0	-70.05095337298694
300000	-492519.7986699634	-69.3050288033732	-492450.49364116	710795.366557142	373144.1140324369	2.7238714234299004	0.3561046575984593	0.160726376143991	0.14027927696256207	0.34288968929498775	1.933108705631546E-7	1.933108705631546E-7	-492450.49364116	0.0	-68.33858793950535
310000	-492524.4839736905	-69.2413964573048	-492455.2425772332	727529.1203501489	216340.75762564794	2.7238714234299004	0.3527717589309348	0.160726376143991	0.14027927696256207	0.3462225879625122	1.8736236261882882E-7	1.8736236261882885E-7	-492455.2425772332	0.0	-68.85037585209466
320000	-492522.0801250022	-67.7964520116922	-492454.2836729905	571556.9468290614	214514.6316913655	2.7528535498242883	0.3545434472185335	0.1589546878563923	0.14027927696256207	0.3462225879625122	2.3891532390888965E-7	2.3891532390888965E-7	-492454.2836729905	0.0	-67.15973127986963
330000	-492521.5937769762	-70.70700775576871	-492450.88676922047	669053.2906521101	636800.8506269963	2.7528535498242883	0.35589075941922965	0.159104280850481	0.14027927696256207	0.34472568276772736	2.046463050885966E-7	2.0464630508859656E-7	-492450.88676922047	0.0	-69.13807603805152
340000	-492523.3977423499	-71.42818455447289	-492451.96955779544	793953.6567787701	730191.0647247101	2.7528535498242883	0.35589075941922965	0.159104280850481	0.14027927696256207	0.34472568276772736	1.71784135703452E-7	1.71784135703452E-7	-492451.96955779544	0.0	-69.89648170041575
350000	-492520.9798905507	-68.75904353921227	-492452.2208470115	643188.8796359863	331199.34474080516	2.6715410442802447	0.35589075941922965	0.159104280850481	0.14027927696256207	0.34472568276772736	2.106726879155501E-7	2.1067268791555008E-7	-492452.2208470115	0.0	-67.84335333510828
360000	-492519.56931944273	-69.53766713203478	-492450.0316523107	753470.8954973771	375150.07984764804	2.7069230542184917	0.35589075941922965	0.159104280850481	0.14027927696256207	0.34472568276772736	1.8042344070130837E-7	1.804234407013084E-7	-492450.0316523107	0.0	-68.63979620956921
370000	-492519.89603797905	-69.84657011535793	-492450.0494678637	760680.0385814243	434574.0345282068	2.7069230542184917	0.35589075941922965	0.159104280850481	0.14027927696256207	0.34472568276772736	1.7898912806506796E-7	1.78989128065068E-7	-492450.0494678637	0.0	-68.81017434868645
