"file_name","meanCV","lower95","upper95"
"1","gene1205_ucld_constant.log","2.7465760541437","1.62938527533214","3.15052689227352"
"2","gene1207_ucld_constant.log","0.619449223161636","0.0337222109047968","2.06747437401789"
"3","gene1208_ucld_constant.log","0.656102307667281","0.0137827241932704","2.31447123185137"
"4","gene1209_ucld_constant.log","0.830358269856585","0.0146463238294557","2.51683732752427"
"5","gene1210_ucld_constant.log","0.38770369726678","0.00653325751634785","2.16179119077252"
"6","gene1211_ucld_constant.log","0.246619946282674","0.00605112406376771","0.888065828207126"
"7","gene1214_ucld_constant.log","0.217873022404318","0.00608694786433839","0.851658271156593"
"8","gene1215_ucld_constant.log","0.734866459848036","0.0108065635139609","2.59884110490802"
"9","gene1216_ucld_constant.log","0.745989454738806","0.0243912074289405","2.47941186156024"
"10","gene1217_ucld_constant.log","1.83865745931134","0.286899737084621","2.93053184285265"
"11","gene1220_ucld_constant.log","0.83925375778659","0.0128320207824432","2.6431458488247"
"12","gene1221_ucld_constant.log","0.260298330496446","0.00580190417810195","1.31327344026813"
"13","gene1223_ucld_constant.log","0.567954217705334","0.050031020901631","1.82186744889116"
"14","gene1224_ucld_constant.log","1.17294067984875","0.0229325925308724","2.73902263006398"
"15","gene1225_ucld_constant.log","0.422069309096215","0.00843824182577687","2.00049897822111"
"16","gene1226_ucld_constant.log","0.322973682383856","0.00801545306340832","1.2692295615527"
"17","gene1227_ucld_constant.log","1.14186771569082","0.0288054743146742","2.73347062658653"
"18","gene1230_ucld_constant.log","0.226779890249433","0.00588319496208288","0.971339327975739"
"19","gene1231_ucld_constant.log","0.746284348701961","0.0449924417135666","2.65680566586287"
"20","gene1232_ucld_constant.log","0.385635795999296","0.00738204152149141","2.15371203288924"
"21","gene1233_ucld_constant.log","1.96292297415553","0.157127415074806","2.98378122844331"
"22","gene1234_ucld_constant.log","0.380487681208874","0.00980732085583466","1.7705913818463"
"23","gene1235_ucld_constant.log","0.618434495585763","0.0151186420177448","1.95315927082518"
"24","gene1236_ucld_constant.log","1.02155567415762","0.254667051867396","2.24710369374533"
"25","gene1251_ucld_constant.log","2.04187283118545","1.23075847242371","2.93656259306131"
"26","gene1263_ucld_constant.log","2.17345409219676","0.190015303295672","3.10343785360445"
"27","gene1265_ucld_constant.log","0.239105036688324","0.00591724924955843","1.05780591313084"
"28","gene1266_ucld_constant.log","0.467952177551721","0.00781119048712388","2.41032384172871"
"29","gene1267_ucld_constant.log","1.26568371739884","0.0248046644445761","2.75930603994099"
"30","gene1268_ucld_constant.log","1.84284346731824","0.199283398905956","3.02368120818937"
"31","gene1269_ucld_constant.log","1.05603959119619","0.0248135509049178","2.78635529535124"
"32","gene1270_ucld_constant.log","0.688697482543739","0.0366572889305809","2.14989830555082"
"33","gene1271_ucld_constant.log","0.487105486277694","0.0227769562552404","1.59037769764747"
"34","gene1272_ucld_constant.log","0.387387588767559","0.0112797563765904","1.41690457710092"
"35","gene1273_ucld_constant.log","0.333395112433659","0.00846714295687396","1.2603937350848"
"36","gene1274_ucld_constant.log","0.617805322676532","0.0477222031576669","1.61937109721692"
"37","gene1276_ucld_constant.log","0.438977304462321","0.0161461120829548","1.84005705997049"
"38","gene1277_ucld_constant.log","0.253036273964924","0.00587588660797772","1.06284990110045"
"39","gene1278_ucld_constant.log","0.814223694882048","0.0415753427272265","2.37978229377082"
"40","gene1279_ucld_constant.log","0.908349095393482","0.0110209016116881","2.77568880264207"
"41","gene1280_ucld_constant.log","0.28333458733609","0.00640294669625949","1.21309730478741"
"42","gene1281_ucld_constant.log","0.754424414372849","0.011135528730336","2.7475454071768"
"43","gene1282_ucld_constant.log","0.43852318985288","0.0105520106097574","1.56144742408272"
"44","gene1283_ucld_constant.log","0.499288176174782","0.0116270518617426","1.83559587845924"
"45","gene1284_ucld_constant.log","0.406514080710402","0.00676764054894065","2.61092766153608"
"46","gene1286_ucld_constant.log","0.563114303328778","0.0119104712033883","2.4677868164686"
"47","gene272_ucld_constant.log","2.3268001117378","1.25584561071715","3.09129796085654"
"48","gene273_ucld_constant.log","1.85055554683395","0.120252560021203","2.99244580241061"
"49","gene274_ucld_constant.log","1.2545516219165","0.0325064377340673","2.82832126423662"
"50","gene275_ucld_constant.log","0.622773921413728","0.139910262641785","1.87483948832226"
"51","gene276_ucld_constant.log","0.810828620555215","0.0125560616824205","2.64858415220731"
"52","gene277_ucld_constant.log","1.05706232090418","0.0171505474770951","2.88032752029779"
